Heure;Protocole1;IPSource;PortSource;IPDestination;PortDestination;Protocole2;Typedepaquet;id;seq;length;Flags;A;B;C;D;Label;;;;;;;;;;;;;;;;;;;
19:20:24.370762;IP;localhost;domain ; localhost;47283;;;;;;51454;2/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:24.905558;IP;localhost;52362; localhost;domain;;;;;;31734;[1au];A?;fra1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;;;
19:20:24.905763;IP;localhost;domain ; localhost;52362;;;;;;31734;8/0/1;A;37.252.172.37,;A;1;;;;;A;37.252.172.45,;A;37.252.173.22,;A;37.252.172.36,;A;37.252.172.38;-174;;;;;;
19:20:24.905795;IP;localhost;52362; localhost;domain;;;;;;60160;[1au];AAAA?;fra1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;;;
19:20:24.905944;IP;localhost;domain ; localhost;52362;;;;;;60160;0/0/1;-46;;;1;;;;;;;;;;;;;;;;;;;
19:20:25.195749;IP;localhost;56626; localhost;domain;;;;;;45717;[1au];A?;www.google.com.;-43;1;;;;;;;;;;;;;;;;;;;
19:20:25.195939;IP;localhost;domain ; localhost;56626;;;;;;45717;1/0/1;A;216.58.213.132;-59;1;;;;;;;;;;;;;;;;;;;
19:20:25.195973;IP;localhost;56626; localhost;domain;;;;;;18080;[1au];AAAA?;www.google.com.;-43;1;;;;;;;;;;;;;;;;;;;
19:20:25.196069;IP;localhost;domain ; localhost;56626;;;;;;18080;1/0/1;AAAA;2a00:1450:4007:809::2004;-71;1;;;;;;;;;;;;;;;;;;;
19:20:25.305993;IP;localhost;57076; localhost;domain;;;;;;55648;[1au];A?;cdata.carambo.la.;-45;1;;;;;;;;;;;;;;;;;;;
19:20:25.306327;IP;localhost;57076; localhost;domain;;;;;;35180;[1au];AAAA?;cdata.carambo.la.;-45;1;;;;;;;;;;;;;;;;;;;
19:20:25.329037;IP;localhost;domain ; localhost;57076;;;;;;55648;3/0/1;CNAME;cs807.wac.13115.alphacdn.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:25.334653;IP;localhost;domain ; localhost;57076;;;;;;35180;2/0/1;CNAME;cs807.wac.13115.alphacdn.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:25.977752;IP;localhost;50014; localhost;domain;;;;;;19918;[1au];A?;logging.carambo.la.;-47;1;;;;;;;;;;;;;;;;;;;
19:20:25.979144;IP;localhost;50014; localhost;domain;;;;;;29146;[1au];AAAA?;logging.carambo.la.;-47;1;;;;;;;;;;;;;;;;;;;
19:20:26.000691;IP;localhost;domain ; localhost;50014;;;;;;19918;3/0/1;CNAME;cbola-logging-1-t3.us-east-1.elasticbeanstalk.com.,;A;1;;;;;;;;;;;;;;;;;;;
19:20:26.003307;IP;localhost;domain ; localhost;50014;;;;;;29146;1/0/1;CNAME;cbola-logging-1-t3.us-east-1.elasticbeanstalk.com.;-110;1;;;;;;;;;;;;;;;;;;;
19:20:26.029010;IP;localhost;48741; localhost;domain;;;;;;28746;[1au];A?;inimage.carambo.la.;-47;1;;;;;;;;;;;;;;;;;;;
19:20:26.030084;IP;localhost;47341; localhost;domain;;;;;;56521;[1au];A?;inimage.carambo.la.;-47;1;;;;;;;;;;;;;;;;;;;
19:20:26.030353;IP;localhost;48741; localhost;domain;;;;;;38996;[1au];AAAA?;inimage.carambo.la.;-47;1;;;;;;;;;;;;;;;;;;;
19:20:26.050851;IP;localhost;domain ; localhost;48741;;;;;;28746;3/0/1;CNAME;cs807.wac.13115.alphacdn.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:26.051000;IP;localhost;domain ; localhost;47341;;;;;;56521;3/0/1;CNAME;cs807.wac.13115.alphacdn.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:26.053207;IP;localhost;domain ; localhost;48741;;;;;;38996;2/0/1;CNAME;cs807.wac.13115.alphacdn.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:26.219248;IP;localhost;40560; localhost;domain;;;;;;16858;[1au];A?;sync.serverbid.com.;-47;1;;;;;;;;;;;;;;;;;;;
19:20:26.219678;IP;localhost;40560; localhost;domain;;;;;;39396;[1au];AAAA?;sync.serverbid.com.;-47;1;;;;;;;;;;;;;;;;;;;
19:20:26.227442;IP;localhost;58928; localhost;domain;;;;;;34844;[1au];A?;sync.serverbid.com.;-47;1;;;;;;;;;;;;;;;;;;;
19:20:26.242710;IP;localhost;domain ; localhost;40560;;;;;;16858;1/0/1;A;178.128.135.80;-63;1;;;;;;;;;;;;;;;;;;;
19:20:26.242748;IP;localhost;domain ; localhost;58928;;;;;;34844;1/0/1;A;178.128.135.80;-63;1;;;;;;;;;;;;;;;;;;;
19:20:26.245055;IP;localhost;domain ; localhost;40560;;;;;;39396;0/0/1;-47;;;1;;;;;;;;;;;;;;;;;;;
19:20:26.276007;IP;localhost;51463; localhost;domain;;;;;;25244;[1au];A?;u.openx.net.;-40;1;;;;;;;;;;;;;;;;;;;
19:20:26.276368;IP;localhost;51463; localhost;domain;;;;;;678;[1au];AAAA?;u.openx.net.;-40;1;;;;;;;;;;;;;;;;;;;
19:20:26.276517;IP;localhost;domain ; localhost;51463;;;;;;678;0/0/1;-40;;;1;;;;;;;;;;;;;;;;;;;
19:20:26.296390;IP;localhost;60928; localhost;domain;;;;;;49897;[1au];A?;eus.rubiconproject.com.;-51;1;;;;;;;;;;;;;;;;;;;
19:20:26.297021;IP;localhost;60928; localhost;domain;;;;;;21239;[1au];AAAA?;eus.rubiconproject.com.;-51;1;;;;;;;;;;;;;;;;;;;
19:20:26.297353;IP;localhost;domain ; localhost;60928;;;;;;21239;2/0/1;CNAME;eus.rubiconproject.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:26.297826;IP;localhost;domain ; localhost;51463;;;;;;25244;1/0/1;A;34.95.120.147;-56;1;;;;;;;;;;;;;;;;;;;
19:20:26.320110;IP;localhost;domain ; localhost;60928;;;;;;49897;3/0/1;CNAME;eus.rubiconproject.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:26.326857;IP;localhost;60995; localhost;domain;;;;;;64103;[1au];A?;js-sec.indexww.com.;-47;1;;;;;;;;;;;;;;;;;;;
19:20:26.327230;IP;localhost;domain ; localhost;60995;;;;;;64103;3/0/1;CNAME;js-sec.casalemedia.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:26.327268;IP;localhost;60995; localhost;domain;;;;;;39537;[1au];AAAA?;js-sec.indexww.com.;-47;1;;;;;;;;;;;;;;;;;;;
19:20:26.327545;IP;localhost;domain ; localhost;60995;;;;;;39537;2/0/1;CNAME;js-sec.casalemedia.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:26.921520;IP;localhost;60951; localhost;domain;;;;;;54207;[1au];A?;xtr.carambo.la.;-43;1;;;;;;;;;;;;;;;;;;;
19:20:26.922119;IP;localhost;60951; localhost;domain;;;;;;35786;[1au];AAAA?;xtr.carambo.la.;-43;1;;;;;;;;;;;;;;;;;;;
19:20:26.943511;IP;localhost;domain ; localhost;60951;;;;;;54207;3/0/1;CNAME;cbola-ads-1-t3.us-east-1.elasticbeanstalk.com.,;A;1;;;;;;;;;;;;;;;;;;;
19:20:26.945954;IP;localhost;domain ; localhost;60951;;;;;;35786;1/0/1;CNAME;cbola-ads-1-t3.us-east-1.elasticbeanstalk.com.;-102;1;;;;;;;;;;;;;;;;;;;
19:20:27.007066;IP;localhost;40099; localhost;domain;;;;;;16421;[1au];A?;serverbid-sync.nyc3.cdn.digitaloceanspaces.com.;-75;1;;;;;;;;;;;;;;;;;;;
19:20:27.007427;IP;localhost;domain ; localhost;40099;;;;;;16421;3/0/1;CNAME;cds.b5g9b8e4.hwcdn.net.,;A;1;;;;;;;;;;;;;;;;;;;
19:20:27.007470;IP;localhost;40099; localhost;domain;;;;;;56370;[1au];AAAA?;serverbid-sync.nyc3.cdn.digitaloceanspaces.com.;-75;1;;;;;;;;;;;;;;;;;;;
19:20:27.007625;IP;localhost;domain ; localhost;40099;;;;;;56370;1/0/1;CNAME;cds.b5g9b8e4.hwcdn.net.;-111;1;;;;;;;;;;;;;;;;;;;
19:20:27.446450;IP;localhost;57874; localhost;domain;;;;;;39449;[1au];A?;ssum-sec.casalemedia.com.;-53;1;;;;;;;;;;;;;;;;;;;
19:20:27.447255;IP;localhost;domain ; localhost;57874;;;;;;39449;3/0/1;CNAME;ssum-sec.casalemedia.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:27.447296;IP;localhost;57874; localhost;domain;;;;;;26148;[1au];AAAA?;ssum-sec.casalemedia.com.;-53;1;;;;;;;;;;;;;;;;;;;
19:20:27.447495;IP;localhost;domain ; localhost;57874;;;;;;26148;2/0/1;CNAME;ssum-sec.casalemedia.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:27.545111;IP;localhost;35971; localhost;domain;;;;;;40655;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;;;
19:20:27.545534;IP;localhost;35971; localhost;domain;;;;;;33498;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;;;
19:20:27.567672;IP;localhost;domain ; localhost;35971;;;;;;40655;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:27.594244;IP;localhost;domain ; localhost;35971;;;;;;33498;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:27.689235;IP;localhost;51895; localhost;domain;;;;;;637;[1au];A?;secure.adnxs.com.;-45;1;;;;;;;;;;;;;;;;;;;
19:20:27.689543;IP;localhost;domain ; localhost;51895;;;;;;637;10/0/1;CNAME;g.geogslb.com.,;CNAME;1;;;;;A;37.252.172.249,;A;37.252.172.38,;A;37.252.172.36,;A;37.252.173.62,;A;37.252.173.38,;A;37.252.172.45;-222;;
19:20:27.689670;IP;localhost;51895; localhost;domain;;;;;;14983;[1au];AAAA?;secure.adnxs.com.;-45;1;;;;;;;;;;;;;;;;;;;
19:20:27.689866;IP;localhost;domain ; localhost;51895;;;;;;14983;2/0/1;CNAME;g.geogslb.com.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:27.855653;IP;localhost;38422; localhost;domain;;;;;;19484;[1au];A?;secure-assets.rubiconproject.com.;-61;1;;;;;;;;;;;;;;;;;;;
19:20:27.856167;IP;localhost;38422; localhost;domain;;;;;;14375;[1au];AAAA?;secure-assets.rubiconproject.com.;-61;1;;;;;;;;;;;;;;;;;;;
19:20:27.856443;IP;localhost;domain ; localhost;38422;;;;;;14375;2/0/1;CNAME;digicertwc.rubiconproject.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:27.879089;IP;localhost;domain ; localhost;38422;;;;;;19484;3/0/1;CNAME;digicertwc.rubiconproject.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:27.879332;IP;localhost;39386; localhost;domain;;;;;;33921;[1au];A?;ads.pubmatic.com.;-45;1;;;;;;;;;;;;;;;;;;;
19:20:27.879648;IP;localhost;39386; localhost;domain;;;;;;38024;[1au];AAAA?;ads.pubmatic.com.;-45;1;;;;;;;;;;;;;;;;;;;
19:20:27.901449;IP;localhost;domain ; localhost;39386;;;;;;33921;3/0/1;CNAME;pubmatic.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:27.903079;IP;localhost;domain ; localhost;39386;;;;;;38024;2/0/1;CNAME;pubmatic.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:28.186420;IP;localhost;34335; localhost;domain;;;;;;31588;[1au];A?;fra1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;;;
19:20:28.186632;IP;localhost;domain ; localhost;34335;;;;;;31588;8/0/1;A;37.252.172.37,;A;1;;;;;A;37.252.172.45,;A;37.252.173.22,;A;37.252.172.36,;A;37.252.172.38;-174;;;;;;
19:20:28.186700;IP;localhost;34335; localhost;domain;;;;;;35694;[1au];AAAA?;fra1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;;;
19:20:28.186857;IP;localhost;domain ; localhost;34335;;;;;;35694;0/0/1;-46;;;1;;;;;;;;;;;;;;;;;;;
19:20:28.516269;IP;localhost ;; localhost;;ICMP;echo request;62504;0;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:28.516282;IP;localhost ;; localhost;;ICMP;echo reply;62504;0;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:28.567236;IP;localhost;33376; localhost;domain;;;;;;24376;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;;;
19:20:28.567812;IP;localhost;33376; localhost;domain;;;;;;51012;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;;;
19:20:28.568080;IP;localhost;domain ; localhost;33376;;;;;;51012;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:28.590444;IP;localhost;domain ; localhost;33376;;;;;;24376;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:28.616521;IP;localhost ;; localhost;;ICMP;echo request;62504;256;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:28.616537;IP;localhost ;; localhost;;ICMP;echo reply;62504;256;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:28.716737;IP;localhost ;; localhost;;ICMP;echo request;62504;512;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:28.716752;IP;localhost ;; localhost;;ICMP;echo reply;62504;512;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:28.817069;IP;localhost ;; localhost;;ICMP;echo request;62504;768;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:28.817098;IP;localhost ;; localhost;;ICMP;echo reply;62504;768;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:28.917607;IP;localhost ;; localhost;;ICMP;echo request;62504;1024;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:28.917622;IP;localhost ;; localhost;;ICMP;echo reply;62504;1024;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:28.967639;IP;localhost;48585; localhost;domain;;;;;;59346;[1au];A?;cdn.adnxs.com.;-42;1;;;;;;;;;;;;;;;;;;;
19:20:28.968192;IP;localhost;48585; localhost;domain;;;;;;38877;[1au];AAAA?;cdn.adnxs.com.;-42;1;;;;;;;;;;;;;;;;;;;
19:20:28.968393;IP;localhost;domain ; localhost;48585;;;;;;38877;2/0/1;CNAME;secure-adnxs.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:28.991999;IP;localhost;domain ; localhost;48585;;;;;;59346;3/0/1;CNAME;secure-adnxs.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:29.017832;IP;localhost ;; localhost;;ICMP;echo request;62504;1280;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:29.017847;IP;localhost ;; localhost;;ICMP;echo reply;62504;1280;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:29.118548;IP;localhost ;; localhost;;ICMP;echo request;62504;1536;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:29.118566;IP;localhost ;; localhost;;ICMP;echo reply;62504;1536;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:29.218891;IP;localhost ;; localhost;;ICMP;echo request;62504;1792;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:29.218910;IP;localhost ;; localhost;;ICMP;echo reply;62504;1792;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:29.319611;IP;localhost ;; localhost;;ICMP;echo request;62504;2048;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:29.319627;IP;localhost ;; localhost;;ICMP;echo reply;62504;2048;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:29.419758;IP;localhost ;; localhost;;ICMP;echo request;62504;2304;;;;;;;0;;;;;;;;;;;;;;;;;;;
19:20:29.419777;IP;localhost ;; localhost;;ICMP;echo request;62504;2304;;;;;;;0;;;;;;;;;;;;;;;;;;;
