Heure;Protocole1;IPSource;PortSource;IPDestination;PortDestination;Protocole2;Typedepaquet;id;seq;length;Flags;A;B;C;D;Label;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo request;61476;51485;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo reply;61476;51485;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo request;6693;15894;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo reply;6693;15894;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo request;61476;51741;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo reply;61476;51741;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo request;6693;16150;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo reply;6693;16150;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo request;61476;51997;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo reply;61476;51997;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo request;6693;16406;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo reply;6693;16406;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo request;6693;16662;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo reply;6693;16662;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo request;61476;52253;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo reply;61476;52253;8;;;;;;0;;;;;;;;;;;;;;
